"Opened Date","File Number","Sales Rep","Client Name","Product Type","Prod Type","Primary Property Address","File Status ","Closed Date","Sent To External Accounting","Loan Amount","Sales Price"
"Feb 24, 2021","10202263","Team Meza","New American Funding","Loan: Title Only (Outside Escrow)","Loan","1945 North Sunwood Lane, Anaheim, CA  92807","Closed","Mar 10, 2021","","334075.00","0.00"
"Jan 5, 2021","10202321","Team Meza","New American Funding","Loan:  Title and Escrow","Loan","1800 Crenshaw Circle, Corona, CA  92883","Closed","Feb 12, 2021","","336700.00","0.00"
"Jan 5, 2021","10202321","Team Meza","New American Funding","Loan:  Title and Escrow","Loan","1800 Crenshaw Circle, Corona, CA  92883","Closed","Feb 12, 2021","Feb 4, 2021","336700.00","0.00"
"Jan 22, 2021","10202497","Team Meza","New American Funding","Loan: Title Only (Outside Escrow)","Loan","27771 Paddleboat Court, Menifee, CA  92585","Closed","Jan 28, 2021","","359800.00","0.00"
"Jan 7, 2021","10202277","Nicholas J Watt","Wells Fargo Bank, N.A. ISAOA","Loan:  Title and Escrow","Loan","104 Mountain Sky, Irvine, CA  92602","Closed","May 17, 2021","","2239695.00","0.00"
"Feb 9, 2021","10202296","Team Meza","New American Funding","Loan: Title Only (Outside Escrow)","Loan","16952 Dominican Drive, San Diego, CA  92128","Closed","Feb 16, 2021","","213000.00","0.00"
"Jan 5, 2021","10202432","Team Meza","New American Funding","Loan:  Title and Escrow","Loan","1211 South Pleasant Avenue, Lodi, CA  95240","Policy Issued","","","222000.00","0.00"
"Jan 7, 2021","10202534","Team Meza","New American Funding","Loan:  Title and Escrow","Loan","12265 Puma Court, Moreno Valley, CA  92555","Closed","Jan 27, 2021","","217800.00","0.00"
"Mar 17, 2021","10203430","Team Meza","New American Funding","Loan: Title Only (Outside Escrow)","Loan","5412 Bellflower Boulevard, Lakewood, CA  90713","Closed","Apr 15, 2021","Mar 19, 2021","443183.00","0.00"
"Feb 9, 2021","10203611","Justin Nouri","Athas Capital Group","Loan: Title Only (Outside Escrow)","Loan","7452 Marshall Court, Highland, CA  92346","Closed","Feb 26, 2021","","298375.00","0.00"
"Feb 9, 2021","10203780","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","3100 South Plymouth Paseo, Ontario, CA  91761","Closed","Feb 16, 2021","","358000.00","0.00"
"Feb 9, 2021","10203780","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","3100 South Plymouth Paseo, Ontario, CA  91761","Closed","Feb 16, 2021","Feb 10, 2021","358000.00","0.00"
"Feb 9, 2021","10203781","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","13 Deerwood West, Irvine, CA  92604","Closed","Feb 16, 2021","","534000.00","0.00"
"Feb 9, 2021","10203781","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","13 Deerwood West, Irvine, CA  92604","Closed","Feb 16, 2021","Feb 10, 2021","534000.00","0.00"
"Feb 1, 2021","10203782","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","19823 San Juan Capistrano Court, Riverside, CA  92508","Closed","Feb 9, 2021","","213500.00","0.00"
"Feb 1, 2021","10204176","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","21-204 Gramercy, Irvine, CA  92612","Closed","Jul 6, 2022","Feb 2, 2021","428000.00","0.00"
"Jan 20, 2021","10205208","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","2464 East Colchester Street, Ontario, CA  91761","Closed","Jan 25, 2021","Jan 21, 2021","347000.00","0.00"
"Jan 26, 2021","10205746","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","626 Plymouth Avenue, San Francisco, CA  94112-0000","Closed","Jan 29, 2021","","350000.00","0.00"
"Jan 26, 2021","10205746","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","626 Plymouth Avenue, San Francisco, CA  94112-0000","Closed","Jan 29, 2021","Jan 28, 2021","350000.00","0.00"
"Jan 12, 2021","10206293","Hank Aguilar (Henry)","Toyota Financial Savings Bank","Loan:  Title and Escrow","Loan","6181 Lee Drive, Cypress, CA  90630","Closed","Feb 2, 2021","Jan 22, 2021","310500.00","0.00"
"Jan 4, 2021","10207229","Bethany Cummins","Comerica Bank","Loan:  Title and Escrow","Loan","1702 Valdes Drive, La Jolla, CA  92037","Closed","Jan 22, 2021","","2631500.00","0.00"
"Jan 4, 2021","10207229","Bethany Cummins","Comerica Bank","Loan:  Title and Escrow","Loan","1702 Valdes Drive, La Jolla, CA  92037","Closed","Jan 22, 2021","Jan 15, 2021","2631500.00","0.00"
"Jan 4, 2021","10207245","Bethany Cummins","Comerica Bank","Loan:  Title and Escrow","Loan","702 Ash Street, Unit 1500, San Diego, CA  92101","Closed","Jan 23, 2021","","1072500.00","0.00"
"Feb 26, 2021","10208033","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","1825 Calle Las Palmas, Oceanside, CA  92056","Closed","May 26, 2021","Mar 1, 2021","226000.00","0.00"
"Mar 24, 2021","10208034","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","4238 Mission Ranch Way, Oceanside, CA  92057","Closed","Feb 17, 2022","Mar 25, 2021","340000.00","0.00"
"Jan 15, 2021","10208043","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","2980 Coral Street, Corona, CA  92882","Closed","Jan 22, 2021","Jan 15, 2021","384000.00","0.00"
"Jan 26, 2021","10208044","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","17 San Antonio, Newport Beach, CA  92660","Closed","Jan 30, 2021","","500000.00","0.00"
"Feb 8, 2021","10208337","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","15383 Farnsworth Street, San Leandro, CA  94579","Closed","Feb 16, 2021","","381000.00","0.00"
"Feb 8, 2021","10208337","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","15383 Farnsworth Street, San Leandro, CA  94579","Closed","Feb 16, 2021","Feb 10, 2021","381000.00","0.00"
"Feb 8, 2021","10208346","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","1791 Fallbrook Avenue, San Jose, CA  95130-1726","Closed","Feb 16, 2021","","323000.00","0.00"
"Jan 1, 2021","10209234","Scott & Angeline","Mountain West Financial","Loan:  Title and Escrow","Loan","650 38th Street, Richmond, CA  94805","Closed","Jan 29, 2021","","325000.00","0.00"
"Jan 1, 2021","10209234","Scott & Angeline","Mountain West Financial","Loan:  Title and Escrow","Loan","650 38th Street, Richmond, CA  94805","Closed","Jan 29, 2021","Jan 27, 2021","325000.00","0.00"
"Jan 1, 2021","10209235","Faith Hamer","Mike Ayala","Loan:  Title and Escrow","Loan","16200 Rocky Glen Road, Perris, CA  92570","Cancelled","Apr 8, 2021","","548000.00","0.00"
"Jan 1, 2021","10209236","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","23 Oak Knoll Gardens Drive, Pasadena, CA  91106","Closed","Feb 26, 2021","","473000.00","0.00"
"Jan 2, 2021","10209237","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","928 Joan Street, West Sacramento, CA  95605","Closed","Apr 28, 2021","Apr 8, 2021","324615.00","0.00"
"Jan 2, 2021","10209241","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1301 Daisy Court, Roseville, CA  95661","Closed","Apr 25, 2021","","250000.00","0.00"
"Jan 26, 2021","10205824","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","28845 Iron Village Drive, Valencia, CA  91354","Closed","Jan 29, 2021","","392000.00","0.00"
"Jan 26, 2021","10205824","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","28845 Iron Village Drive, Valencia, CA  91354","Closed","Jan 29, 2021","Jan 26, 2021","392000.00","0.00"
"Jan 4, 2021","10207245","Bethany Cummins","Comerica Bank","Loan:  Title and Escrow","Loan","702 Ash Street, Unit 1500, San Diego, CA  92101","Closed","Jan 23, 2021","Jan 14, 2021","1072500.00","0.00"
"Mar 22, 2021","10207970","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","242 Oceano, Irvine, CA  92602","Closed","Apr 16, 2021","","765000.00","0.00"
"Jan 26, 2021","10208044","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","17 San Antonio, Newport Beach, CA  92660","Closed","Jan 30, 2021","Jan 27, 2021","500000.00","0.00"
"Feb 2, 2021","10208683","Bethany Cummins","C2 Financial Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","1724 Eldred Lane, Vista, CA  92083","Closed","Feb 27, 2021","","427000.00","0.00"
"Jan 2, 2021","10209237","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","928 Joan Street, West Sacramento, CA  95605","Closed","Apr 28, 2021","","324615.00","0.00"
"Jan 2, 2021","10209238","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2294 Los Robles Road, Meadow Vista, CA  95722","Closed","Jun 2, 2021","Jun 1, 2021","522937.00","0.00"
"Jan 2, 2021","10209239","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","772 Pebble Beach Drive, Unit 14, Upland, CA  91784","Closed","Apr 24, 2021","Apr 2, 2021","208000.00","0.00"
"Jan 2, 2021","10209242","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","5728 Cartwright Avenue, (North Hollywood Area), Los Angeles, CA  91601","Closed","May 25, 2021","","200000.00","0.00"
"Jan 2, 2021","10209242","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","5728 Cartwright Avenue, (North Hollywood Area), Los Angeles, CA  91601","Closed","May 25, 2021","May 19, 2021","200000.00","0.00"
"Jan 4, 2021","10209245","Sandra Millar","Mortgage Team, Inc.","Loan: Title and Escrow (N)","Loan","2983 Old Bridgeport Way, San Diego, CA  92111","Closed","Apr 8, 2021","Mar 10, 2021","252000.00","0.00"
"Jan 4, 2021","10209246","Sandra Millar","Mortgage Team, Inc.","Loan: Title and Escrow (N)","Loan","21485 Birdhollow Drive, Trabuco Canyon Area, Rancho Santa Margarita, CA  92679","Closed","Apr 3, 2021","","510000.00","0.00"
"Jan 4, 2021","10209246","Sandra Millar","Mortgage Team, Inc.","Loan: Title and Escrow (N)","Loan","21485 Birdhollow Drive, Trabuco Canyon Area, Rancho Santa Margarita, CA  92679","Closed","Apr 3, 2021","Mar 9, 2021","510000.00","0.00"
"Jan 4, 2021","10209250","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","3109 Tanglewood Ct, Thousand Oaks, CA  91360","Cancelled","Jan 5, 2021","","300000.00","0.00"
"Jan 4, 2021","10209253","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1947 Quesada Avenue, San Francisco, CA  94124-2007","Closed","May 26, 2021","","547432.00","0.00"
"Jan 4, 2021","10209254","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","14520 Fox Street, Mission Hills, CA  91345","Closed","May 19, 2021","","393100.00","0.00"
"Jan 4, 2021","10209254","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","14520 Fox Street, Mission Hills, CA  91345","Closed","May 19, 2021","May 10, 2021","393100.00","0.00"
"Jan 4, 2021","10209257","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","24302 Spartan Street, Mission Viejo, CA  92691","Closed","Feb 4, 2021","Jan 26, 2021","223000.00","0.00"
"Jan 4, 2021","10209261","Scott & Angeline","Viva Escrow!, Inc","Loan: Title Only (Outside Escrow)","Loan","16191 Hayland Street, La Puente, CA  91744","Closed","Mar 15, 2021","","362000.00","0.00"
"Jan 4, 2021","10209262","Scott & Angeline","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","11902 Nixon Lane, Whittier, CA  90601","Closed","Feb 16, 2021","Feb 8, 2021","518500.00","0.00"
"Jan 4, 2021","10209269","Team Meza","Marina Escrow Inc.","Loan: Title Only (Outside Escrow)","Loan","7839 3rd Street, Downey, CA  90241","Closed","Jul 17, 2021","","215000.00","0.00"
"Jan 4, 2021","10209270","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","10955 Star Street, Adelanto, CA  92301","Closed","Feb 24, 2021","","163000.00","0.00"
"Jan 4, 2021","10209274","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","753 Grayling Bay, Unit 81, Costa Mesa, CA  92626","Closed","Mar 3, 2021","Feb 10, 2021","402000.00","0.00"
"Jan 4, 2021","10209275","Malay Wadhwa","Nationwide Real Estate Executives","Loan: Title Only (Outside Escrow)","Loan","7414 Vantage Avenue (North Hollywood Area), Los Angeles, CA  91605","Closed","Apr 22, 2021","Mar 31, 2021","456202.09","0.00"
"Jan 4, 2021","10209277","Mike Johnson","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","20661 Horizon Lane, Huntington Beach, CA  92646","Closed","Feb 8, 2021","","458000.00","0.00"
"Jan 4, 2021","10209286","Malay Wadhwa","Banc Mortgage, Inc","Loan: Title Only (Outside Escrow)","Loan","847 Griswold Avenue, San Fernando, CA  91340","Closed","Feb 23, 2021","","475000.00","0.00"
"Jan 4, 2021","10209287","Michael Nouri","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","608 Concord Place, San Marcos, CA  92069","Closed","Feb 15, 2021","Feb 5, 2021","352250.00","0.00"
"Jan 6, 2021","10202985","Team Meza","New American Funding","Loan:  Title and Escrow","Loan","4813 Ryland Avenue, Temple City, CA  91780","Closed","Feb 5, 2021","","378500.00","0.00"
"Jan 6, 2021","10202985","Team Meza","New American Funding","Loan:  Title and Escrow","Loan","4813 Ryland Avenue, Temple City, CA  91780","Closed","Feb 5, 2021","Jan 29, 2021","378500.00","0.00"
"Jan 14, 2021","10203746-2","Mike Johnson","Ocean Lending Home Loans, Inc,  ISAOA/ATIMA","Loan: Title and Escrow (N)","Loan","31411 Carril De Maderas, San Juan Capistrano, CA  92675","Cancelled","May 13, 2021","","500000.00","0.00"
"Feb 13, 2021","10203850","Scott & Angeline","C2 Financial Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","1388 Kettner Boulevard, Unit 502, San Diego, CA  92101","Cancelled","May 18, 2021","","952235.00","0.00"
"Feb 1, 2021","10204338","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","37 East Santa Anita Terrace, Arcadia, CA  91006","Closed","Nov 10, 2021","","597000.00","0.00"
"Feb 9, 2021","10205238","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","6593 Gladiola Street, Eastvale, CA  92880","Closed","Feb 16, 2021","","267000.00","0.00"
"Jan 5, 2021","10205260","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","5000 Percheron Drive, Elk Grove, CA  95757","Closed","Jan 28, 2021","Jan 26, 2021","313000.00","0.00"
"Mar 24, 2021","10208034","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","4238 Mission Ranch Way, Oceanside, CA  92057","Closed","Feb 17, 2022","","340000.00","0.00"
"Jan 2, 2021","10209238","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2294 Los Robles Road, Meadow Vista, CA  95722","Closed","Jun 2, 2021","","522937.00","0.00"
"Jan 2, 2021","10209240","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","742 Campanello Way, Brentwood, CA  94513-1959","Cancelled","Jun 12, 2021","","497500.00","0.00"
"Jan 2, 2021","10209241","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1301 Daisy Court, Roseville, CA  95661","Closed","Apr 25, 2021","Apr 2, 2021","250000.00","0.00"
"Jan 4, 2021","10209244","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","4151 Nona Avenue, (Highland Area), San Bernardino, CA  92346","Closed","Aug 23, 2021","","270000.00","0.00"
"Jan 4, 2021","10209247","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","823 Via Felipe, Corona, CA  92882","Closed","May 28, 2021","","340935.00","0.00"
"Jan 4, 2021","10209247","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","823 Via Felipe, Corona, CA  92882","Closed","May 28, 2021","May 27, 2021","340935.00","0.00"
"Jan 4, 2021","10209248","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","28414 Gibraltar Lane, Castaic, CA  91384","Closed","Feb 14, 2022","Feb 11, 2022","453311.00","0.00"
"Jan 4, 2021","10209252","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","27326 Belmont Court, Valencia, CA  91354-2624","Closed","Apr 23, 2021","","370450.00","0.00"
"Jan 4, 2021","10209255","Sandra Millar","Mortgage Team, Inc.","Loan: Title and Escrow (N)","Loan","330 Feldstrasse Drive, Big Bear Lake, CA  92315","Closed","Apr 1, 2021","Mar 5, 2021","375000.00","0.00"
"Jan 4, 2021","10209257","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","24302 Spartan Street, Mission Viejo, CA  92691","Closed","Feb 4, 2021","","223000.00","0.00"
"Jan 4, 2021","10209259","Sandra Millar","Mortgage Team, Inc.","Loan: Title and Escrow (N)","Loan","24612 Benjamin Circle, Dana Point, CA  92629-1052","Closed","Apr 3, 2021","","248900.00","0.00"
"Jan 4, 2021","10209262","Scott & Angeline","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","11902 Nixon Lane, Whittier, CA  90601","Closed","Feb 16, 2021","","518500.00","0.00"
"Jan 4, 2021","10209266","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","1038 East Verdugo Avenue, Burbank, CA  91501","Closed","Feb 19, 2021","","249500.00","0.00"
"Jan 4, 2021","10209266","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","1038 East Verdugo Avenue, Burbank, CA  91501","Closed","Feb 19, 2021","Feb 12, 2021","249500.00","0.00"
"Jan 4, 2021","10209272","","Success Way Escrow","Loan:  Escrow Only (Outside Title)","Loan","5867 S Central Avenue, Los Angeles, CA  90001","Cancelled","Jan 4, 2021","","450000.00","0.00"
